"rep","setting","mech","n","cens","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
53,"B","C3",1200,0.6,"KM de-censoring",NA,0.9495,0,0.0495,0.46292460098838,0.377374550674286,-1.03944452219038,0.924,NA,NA,NA,NA,NA
53,"B","C3",1200,0.6,"Oracle",NA,0.9035,0,0.00349999999999995,1.39073634489754,0.5824983953286,-0.43725755144595,0.88,NA,NA,NA,NA,NA
54,"B","C3",1200,0.6,"H-IPCW",0.11,0.9175,0,0.0175,0.506488469113523,0.424092531352278,-0.845258830018218,0.894891944990177,45.8279658304687,46.8487368800691,49.0917505736627,2.96579416705675,NA
54,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.9355,0,0.0355,0.472528582029096,0.39565726508989,-0.914662151459326,0.914538310412574,4.07115879461862,5.65064880666113,145.140230220173,1.52051407738204,0.102150537634409
54,"B","C3",1200,0.6,"H-AIPCW",0.16,0.841,0.0590000000000001,0.0590000000000001,0.668427476963734,0.559687175558243,-0.567832483190842,0.81139489194499,45.8279658304687,46.8487368800691,49.0917505736627,2.96579416705675,NA
54,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.9355,0,0.0355,0.472528582029096,0.39565726508989,-0.914662151459326,0.914538310412574,4.07115879461862,5.65064880666113,145.140230220173,1.52051407738204,0.102150537634409
54,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.94,0,0.0399999999999999,0.461333308043884,0.397790684162363,-0.995920352973296,0.906,NA,NA,NA,NA,NA
54,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.917,0,0.017,0.495752717347238,0.429163942820123,-0.850748153704151,0.902750491159136,NA,NA,NA,NA,NA
54,"B","C3",1200,0.6,"KM de-censoring",NA,0.9525,0,0.0525,0.461166106924692,0.363490299495091,-1.14554358497598,0.898,NA,NA,NA,NA,NA
54,"B","C3",1200,0.6,"Oracle",NA,0.8955,0.00450000000000006,0.00450000000000006,1.1923725931828,0.570897689063862,-0.459671703789605,0.886,NA,NA,NA,NA,NA
55,"B","C3",1200,0.6,"H-IPCW",0.14,0.9085,0,0.00849999999999995,0.532935110124169,0.458305607719493,-0.785167543180019,0.898958333333333,26.3583030881745,33.4146481306985,64.3895925760031,2.54324518290602,NA
55,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9305,0,0.0305,0.469785004049509,0.403998718958957,-0.911292063472021,0.922290388548057,3.55026363227134,5.71619970235336,147.243955153361,1.50486347517501,0.104395604395604
55,"B","C3",1200,0.6,"H-AIPCW",0.14,0.9085,0,0.00849999999999995,0.532935110124169,0.458305607719493,-0.785167543180019,0.898958333333333,26.3583030881745,33.4146481306985,64.3895925760031,2.54324518290602,NA
55,"B","C3",1200,0.6,"Clip-AIPCW",0.13,0.92,0,0.02,0.501488179362208,0.431262344027568,-0.845987178766517,0.910020449897751,3.55026363227134,5.71619970235336,147.243955153361,1.50486347517501,0.104395604395604
55,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.94,0,0.0399999999999999,0.453090583075149,0.401111956160081,-0.980471454864994,0.920833333333333,NA,NA,NA,NA,NA
55,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9185,0,0.0185,0.501456921196375,0.444834955380019,-0.828065075323108,0.90625,NA,NA,NA,NA,NA
55,"B","C3",1200,0.6,"KM de-censoring",NA,0.963,0,0.0629999999999999,0.40762296978151,0.328609391415163,-1.49789557082985,0.93,NA,NA,NA,NA,NA
55,"B","C3",1200,0.6,"Oracle",NA,0.899,0.001,0.001,1.35244218051464,0.570602032659123,-0.452931878620793,0.886,NA,NA,NA,NA,NA
56,"B","C3",1200,0.6,"H-IPCW",0.14,0.8515,0.0485,0.0485,0.648098390291998,0.528983887325275,-0.640987324494926,0.819458375125376,68.7021269772219,68.281574423138,39.2713963439452,3.35351543064159,NA
56,"B","C3",1200,0.6,"Clip-IPCW",0.13,0.868,0.032,0.032,0.610874285942321,0.498601229821339,-0.700138659511525,0.835506519558676,4.09447214780361,5.05247657355016,163.218768898914,1.39459317092516,0.101449275362319
56,"B","C3",1200,0.6,"H-AIPCW",0.15,0.84,0.0600000000000001,0.0600000000000001,0.685014779446328,0.559115384846927,-0.585589432327991,0.810431293881645,68.7021269772219,68.281574423138,39.2713963439452,3.35351543064159,NA
56,"B","C3",1200,0.6,"Clip-AIPCW",0.13,0.868,0.032,0.032,0.610874285942321,0.498601229821339,-0.700138659511525,0.835506519558676,4.09447214780361,5.05247657355016,163.218768898914,1.39459317092516,0.101449275362319
56,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.909,0,0.00900000000000001,0.516053066902671,0.438494077264551,-0.902055017279566,0.892678034102307,NA,NA,NA,NA,NA
56,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.896,0.004,0.004,0.53101381913043,0.461906670022657,-0.791046454415527,0.874,NA,NA,NA,NA,NA
56,"B","C3",1200,0.6,"KM de-censoring",NA,0.9405,0,0.0405,0.468397392040604,0.355396667534388,-1.43014899973439,0.884,NA,NA,NA,NA,NA
56,"B","C3",1200,0.6,"Oracle",NA,0.8925,0.00750000000000006,0.00750000000000006,1.53678815190688,0.559560044949152,-0.472573151274897,0.879638916750251,NA,NA,NA,NA,NA
57,"B","C3",1200,0.6,"H-IPCW",0.12,0.914,0,0.014,0.52135484674046,0.447813596584857,-0.82444539443791,0.9,45.9545743092046,52.337592474793,50.6519492153848,2.91446959128698,NA
57,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.9365,0,0.0365,0.460437050951715,0.395488740685398,-0.94870014297164,0.926,2.9383312035954,4.37192796442467,179.175426731793,1.29709054289246,0.102439024390244
57,"B","C3",1200,0.6,"H-AIPCW",0.12,0.914,0,0.014,0.52135484674046,0.447813596584857,-0.82444539443791,0.9,45.9545743092046,52.337592474793,50.6519492153848,2.91446959128698,NA
57,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.9365,0,0.0365,0.460437050951715,0.395488740685398,-0.94870014297164,0.926,2.9383312035954,4.37192796442467,179.175426731793,1.29709054289246,0.102439024390244
57,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9335,0,0.0335,0.485426999651173,0.415032918641974,-0.953413705044818,0.912,NA,NA,NA,NA,NA
57,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.917,0,0.017,0.511941456870402,0.448543592340332,-0.838672175368855,0.896,NA,NA,NA,NA,NA
57,"B","C3",1200,0.6,"KM de-censoring",NA,0.938,0,0.0379999999999999,0.479935793377277,0.391822108660516,-1.08416355004889,0.9,NA,NA,NA,NA,NA
57,"B","C3",1200,0.6,"Oracle",NA,0.8925,0.00750000000000006,0.00750000000000006,1.29327033301928,0.563269228004273,-0.461609845589859,0.88404360753221,NA,NA,NA,NA,NA
58,"B","C3",1200,0.6,"H-IPCW",0.15,0.8925,0.00750000000000006,0.00750000000000006,0.521222384201364,0.46579835276198,-0.772256583625919,0.862,26.8713740274902,30.2287443245112,63.2080683353666,2.57055117578009,NA
58,"B","C3",1200,0.6,"Clip-IPCW",0.13,0.927,0,0.027,0.458479846328832,0.409727524503305,-0.900517040317887,0.911067193675889,3.26788190543813,4.93669011273227,157.750425093688,1.43075004893513,0.102150537634409
58,"B","C3",1200,0.6,"H-AIPCW",0.13,0.927,0,0.027,0.458479846328832,0.409727524503305,-0.900517040317887,0.911067193675889,26.8713740274902,30.2287443245112,63.2080683353666,2.57055117578009,NA
58,"B","C3",1200,0.6,"Clip-AIPCW",0.13,0.927,0,0.027,0.458479846328832,0.409727524503305,-0.900517040317887,0.911067193675889,3.26788190543813,4.93669011273227,157.750425093688,1.43075004893513,0.102150537634409
58,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.923,0,0.023,0.46953588327678,0.41972121829323,-0.87522173675423,0.908,NA,NA,NA,NA,NA
58,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9155,0,0.0155,0.476540710822694,0.426488740583393,-0.851886143831732,0.894,NA,NA,NA,NA,NA
58,"B","C3",1200,0.6,"KM de-censoring",NA,0.9455,0,0.0455,0.436067561836528,0.373359744036748,-1.00437335047671,0.935770750988142,NA,NA,NA,NA,NA
58,"B","C3",1200,0.6,"Oracle",NA,0.908,0,0.00800000000000001,1.55924558466187,0.565016846993623,-0.462563395762692,0.894,NA,NA,NA,NA,NA
59,"B","C3",1200,0.6,"H-IPCW",0.12,0.8975,0.00250000000000006,0.00250000000000006,0.487781394981021,0.426882137236289,-0.85015755107879,0.872,18.0495164300804,19.5909196534733,105.760871576205,1.88306342418514,NA
59,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.8975,0.00250000000000006,0.00250000000000006,0.487781394981021,0.426882137236289,-0.85015755107879,0.872,4.21048448092423,5.27891390412118,150.716796650596,1.47964258980771,0.101063829787234
59,"B","C3",1200,0.6,"H-AIPCW",0.17,0.817,0.0830000000000001,0.0830000000000001,0.642771227409467,0.562521568337435,-0.574236023943221,0.778,18.0495164300804,19.5909196534733,105.760871576205,1.88306342418514,NA
59,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.8975,0.00250000000000006,0.00250000000000006,0.487781394981021,0.426882137236289,-0.85015755107879,0.872,4.21048448092423,5.27891390412118,150.716796650596,1.47964258980771,0.101063829787234
59,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9165,0,0.0165,0.4679326620573,0.41124854871375,-0.944140952997717,0.9,NA,NA,NA,NA,NA
59,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.8935,0.00650000000000006,0.00650000000000006,0.483059526877238,0.439634068514919,-0.853161150111762,0.854,NA,NA,NA,NA,NA
59,"B","C3",1200,0.6,"KM de-censoring",NA,0.942,0,0.0419999999999999,0.443847837018681,0.366667085569989,-1.0920298030702,0.9,NA,NA,NA,NA,NA
59,"B","C3",1200,0.6,"Oracle",NA,0.8855,0.0145000000000001,0.0145000000000001,1.58737818762072,0.567905925286585,-0.475587215071104,0.868,NA,NA,NA,NA,NA
60,"B","C3",1200,0.6,"H-IPCW",0.11,0.9245,0,0.0245,0.482428860461069,0.414732969495564,-0.878868712734681,0.91,92.6491085150023,100.159103279572,20.4590224004012,4.74430438771272,NA
60,"B","C3",1200,0.6,"Clip-IPCW",0.09,0.95,0,0.0499999999999999,0.419688577061669,0.360796594262213,-1.01818923012824,0.935230618253189,3.25805177415458,5.08011953135063,165.394360757345,1.38062509958178,0.102040816326531
60,"B","C3",1200,0.6,"H-AIPCW",0.14,0.883,0.017,0.017,0.571729082439156,0.49150231161616,-0.709036936103223,0.86261040235525,92.6491085150023,100.159103279572,20.4590224004012,4.74430438771272,NA
60,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.941,0,0.0409999999999999,0.451450384364916,0.388101487768858,-0.94523670703055,0.929342492639843,3.25805177415458,5.08011953135063,165.394360757345,1.38062509958178,0.102040816326531
60,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9645,0,0.0645,0.431741799643558,0.365663698093016,-1.20693894846051,0.938,NA,NA,NA,NA,NA
60,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9315,0,0.0315,0.484816926535136,0.426281922381222,-0.866116795329216,0.912,NA,NA,NA,NA,NA
60,"B","C3",1200,0.6,"KM de-censoring",NA,0.967,0,0.0669999999999999,0.414906112407713,0.327418928953886,-1.60228689885824,0.924,NA,NA,NA,NA,NA
60,"B","C3",1200,0.6,"Oracle",NA,0.9095,0,0.00949999999999995,3.87057947289274,0.582024043371332,-0.443507201264579,0.888125613346418,NA,NA,NA,NA,NA
61,"B","C3",1200,0.6,"H-IPCW",0.14,0.903,0,0.003,0.503886254973024,0.441828789431206,-0.80334650060236,0.887033398821218,113.70209061101,94.7499374716431,21.689427347286,4.60159886344415,NA
61,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9315,0,0.0315,0.442441545972511,0.387951468653517,-0.933388702400873,0.920432220039293,3.8863390436442,4.80227736744171,173.660187823797,1.32954931207676,0.101851851851852
61,"B","C3",1200,0.6,"H-AIPCW",0.49,0.422,0.478,0.478,1.63405401870128,1.43280770575223,0.373122275428418,0.384,113.70209061101,94.7499374716431,21.689427347286,4.60159886344415,NA
61,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.9315,0,0.0315,0.442441545972511,0.387951468653517,-0.933388702400873,0.920432220039293,3.8863390436442,4.80227736744171,173.660187823797,1.32954931207676,0.101851851851852
61,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.94,0,0.0399999999999999,0.468598347995438,0.389928770630669,-0.986221833987531,0.93,NA,NA,NA,NA,NA
61,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.921,0,0.021,0.475238940317083,0.422866080588833,-0.869886147835962,0.912,NA,NA,NA,NA,NA
61,"B","C3",1200,0.6,"KM de-censoring",NA,0.959,0,0.0589999999999999,0.428657731092891,0.347961530771692,-1.12744321844034,0.94,NA,NA,NA,NA,NA
61,"B","C3",1200,0.6,"Oracle",NA,0.903,0,0.003,1.58010516303236,0.566147494700289,-0.468303617712988,0.892,NA,NA,NA,NA,NA
62,"B","C3",1200,0.6,"H-IPCW",0.09,0.9395,0,0.0395,0.451781740631915,0.37369071004803,-0.975215768722378,0.933267909715407,41.5992711919311,57.5125051710517,43.6019406967782,3.16695109795327,NA
62,"B","C3",1200,0.6,"Clip-IPCW",0.08,0.9475,0,0.0475,0.413846636000752,0.342312734998536,-1.06291949647373,0.942,2.95004765195999,5.39208419594407,144.083984404873,1.52848211843298,0.103658536585366
62,"B","C3",1200,0.6,"H-AIPCW",0.13,0.8705,0.0295,0.0295,0.596297197084016,0.493226491770781,-0.697675761620045,0.854,41.5992711919311,57.5125051710517,43.6019406967782,3.16695109795327,NA
62,"B","C3",1200,0.6,"Clip-AIPCW",0.08,0.9475,0,0.0475,0.413846636000752,0.342312734998536,-1.06291949647373,0.942,2.95004765195999,5.39208419594407,144.083984404873,1.52848211843298,0.103658536585366
62,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.956,0,0.0559999999999999,0.418097835390496,0.34633791395017,-1.58873629032412,0.928,NA,NA,NA,NA,NA
62,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.8975,0.00250000000000006,0.00250000000000006,0.530217068356751,0.458612473230521,-0.805636777472188,0.872,NA,NA,NA,NA,NA
62,"B","C3",1200,0.6,"KM de-censoring",NA,0.9715,0,0.0715,0.388099359980487,0.260050284405225,-3.4957293295365,0.922,NA,NA,NA,NA,NA
62,"B","C3",1200,0.6,"Oracle",NA,0.892,0.00800000000000001,0.00800000000000001,1.20822510787599,0.578801308824772,-0.45103897804151,0.886,NA,NA,NA,NA,NA
63,"B","C3",1200,0.6,"H-IPCW",0.13,0.923,0,0.023,0.428341990970108,0.396593022664789,-0.930220601032763,0.898,11.6098343459953,16.5773009790793,116.98879445687,1.76335902423075,NA
63,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9345,0,0.0345,0.400904839591398,0.371189529596201,-0.996418430478779,0.904,3.44470583252748,5.4733558325643,151.136023646109,1.47664812360336,0.103825136612022
63,"B","C3",1200,0.6,"H-AIPCW",0.16,0.8775,0.0225000000000001,0.0225000000000001,0.509612765331603,0.471839957912336,-0.75649136821827,0.836,11.6098343459953,16.5773009790793,116.98879445687,1.76335902423075,NA
63,"B","C3",1200,0.6,"Clip-AIPCW",0.13,0.923,0,0.023,0.428341990970108,0.396593022664789,-0.930220601032763,0.898,3.44470583252748,5.4733558325643,151.136023646109,1.47664812360336,0.103825136612022
63,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.919,0,0.019,0.466953639161528,0.41555028337955,-0.917833516744567,0.906,NA,NA,NA,NA,NA
63,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.915,0,0.015,0.452662222136057,0.415750592293795,-0.905658269911988,0.896,NA,NA,NA,NA,NA
63,"B","C3",1200,0.6,"KM de-censoring",NA,0.9475,0,0.0475,0.413722874284967,0.353717279048983,-1.08573713642503,0.936,NA,NA,NA,NA,NA
63,"B","C3",1200,0.6,"Oracle",NA,0.8985,0.00150000000000006,0.00150000000000006,1.75677119079443,0.557627110354173,-0.488347449394069,0.892,NA,NA,NA,NA,NA
64,"B","C3",1200,0.6,"H-IPCW",0.12,0.94,0,0.0399999999999999,0.429314719195823,0.376452040802412,-0.984567607855713,0.916,14.534111705549,20.325986504362,110.220834574824,1.83354778745971,NA
64,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.94,0,0.0399999999999999,0.429314719195823,0.376452040802412,-0.984567607855713,0.916,2.82587373282878,4.51443850640749,166.39801387656,1.37425775096628,0.101604278074866
64,"B","C3",1200,0.6,"H-AIPCW",0.14,0.9145,0,0.0145,0.492868720022126,0.432180466226622,-0.846515018407483,0.886,14.534111705549,20.325986504362,110.220834574824,1.83354778745971,NA
64,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.94,0,0.0399999999999999,0.429314719195823,0.376452040802412,-0.984567607855713,0.916,2.82587373282878,4.51443850640749,166.39801387656,1.37425775096628,0.101604278074866
64,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9345,0,0.0345,0.475261087622989,0.414384805922374,-0.930112977750035,0.918,NA,NA,NA,NA,NA
64,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.921,0,0.021,0.503930987996873,0.440183194068306,-0.838729236007579,0.9,NA,NA,NA,NA,NA
64,"B","C3",1200,0.6,"KM de-censoring",NA,0.9485,0,0.0485,0.472927115338874,0.380515445652094,-1.03489884528334,0.922,NA,NA,NA,NA,NA
64,"B","C3",1200,0.6,"Oracle",NA,0.904,0,0.004,1.7766766551216,0.590876951031396,-0.430753880228381,0.896,NA,NA,NA,NA,NA
65,"B","C3",1200,0.6,"H-IPCW",0.13,0.9195,0,0.0195,0.426044659995948,0.397875479299499,-0.917341898797767,0.862,25.0278651316704,32.8671363860916,84.8306494713953,2.16056876149614,NA
65,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.9415,0,0.0415,0.373190788244895,0.348516194862078,-1.04979628973439,0.908,2.75856929226755,4.37246672039307,170.983719005508,1.34575549935785,0.103092783505155
65,"B","C3",1200,0.6,"H-AIPCW",0.14,0.9085,0,0.00849999999999995,0.452066191077906,0.422176521240593,-0.858057465694781,0.852,25.0278651316704,32.8671363860916,84.8306494713953,2.16056876149614,NA
65,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.9275,0,0.0275,0.399769331845585,0.373337420820661,-0.980998364859876,0.876,2.75856929226755,4.37246672039307,170.983719005508,1.34575549935785,0.103092783505155
65,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.942,0,0.0419999999999999,0.444887399391535,0.389615570555978,-0.959452498930999,0.918,NA,NA,NA,NA,NA
65,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9265,0,0.0265,0.455320360995402,0.411691116914659,-0.896290644197977,0.896,NA,NA,NA,NA,NA
65,"B","C3",1200,0.6,"KM de-censoring",NA,0.955,0,0.0549999999999999,0.403514243283274,0.341166893702857,-1.1416262971925,0.934,NA,NA,NA,NA,NA
65,"B","C3",1200,0.6,"Oracle",NA,0.91,0,0.01,2.22434812305394,0.566685668532106,-0.467663652483044,0.88,NA,NA,NA,NA,NA
66,"B","C3",1200,0.6,"H-IPCW",0.16,0.8775,0.0225000000000001,0.0225000000000001,0.588925337460056,0.507297657907883,-0.673121067641462,0.86,22.6319331757939,22.2219413004947,63.5158912835412,2.56336754419978,NA
66,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9345,0,0.0345,0.461210984610072,0.397285084223341,-0.917564876164314,0.924,4.76547302763997,6.50410441006872,137.982322380822,1.57603338793668,0.103626943005181
66,"B","C3",1200,0.6,"H-AIPCW",0.17,0.8665,0.0335,0.0335,0.620560688021551,0.53454820772487,-0.620797076837445,0.854,22.6319331757939,22.2219413004947,63.5158912835412,2.56336754419978,NA
66,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9485,0,0.0485,0.428788672465803,0.369356649210369,-0.9904562891467,0.932,4.76547302763997,6.50410441006872,137.982322380822,1.57603338793668,0.103626943005181
66,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.946,0,0.0459999999999999,0.471008549906926,0.38796696529698,-1.11943292883224,0.912,NA,NA,NA,NA,NA
66,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9135,0,0.0135,0.526969543378408,0.452902616694203,-0.81702780513235,0.88,NA,NA,NA,NA,NA
66,"B","C3",1200,0.6,"KM de-censoring",NA,0.955,0,0.0549999999999999,0.460110811807141,0.333918517123135,-1.69838616286311,0.902,NA,NA,NA,NA,NA
66,"B","C3",1200,0.6,"Oracle",NA,0.9095,0,0.00949999999999995,1.35397195920852,0.57932932798681,-0.453536519486193,0.899692937563971,NA,NA,NA,NA,NA
67,"B","C3",1200,0.6,"H-IPCW",0.16,0.882,0.018,0.018,0.529515216551497,0.482350993328867,-0.729044513906617,0.854,112.744081648058,109.855780771141,16.9861486926583,5.22639696428826,NA
67,"B","C3",1200,0.6,"Clip-IPCW",0.13,0.924,0,0.024,0.446370149294747,0.406611704771919,-0.899857877148839,0.888,3.17676838489061,4.85871646370733,161.834694732103,1.4036003096773,0.100529100529101
67,"B","C3",1200,0.6,"H-AIPCW",0.18,0.855,0.045,0.045,0.584269246298061,0.532228050326425,-0.630644501356226,0.826,112.744081648058,109.855780771141,16.9861486926583,5.22639696428826,NA
67,"B","C3",1200,0.6,"Clip-AIPCW",0.14,0.911,0,0.011,0.47426443050913,0.432021426402919,-0.839241379704884,0.88,3.17676838489061,4.85871646370733,161.834694732103,1.4036003096773,0.100529100529101
67,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9305,0,0.0305,0.471754158567706,0.406722969830534,-0.937376298115312,0.909181636726547,NA,NA,NA,NA,NA
67,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9165,0,0.0165,0.48994658526079,0.431289136766138,-0.850602320166456,0.9,NA,NA,NA,NA,NA
67,"B","C3",1200,0.6,"KM de-censoring",NA,0.9425,0,0.0425,0.455558406475072,0.378612075805838,-0.993108204195462,0.921157684630739,NA,NA,NA,NA,NA
67,"B","C3",1200,0.6,"Oracle",NA,0.898,0.002,0.002,1.07755063069827,0.576650816435607,-0.469009853306076,0.879275653923541,NA,NA,NA,NA,NA
68,"B","C3",1200,0.6,"H-IPCW",0.13,0.8945,0.00550000000000006,0.00550000000000006,0.46534955988815,0.427436348119305,-0.850927450643586,0.866,38.2695974406899,42.5007994482236,36.4623913721176,3.49136708396558,NA
68,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.938,0,0.0379999999999999,0.37936739000642,0.34845936422261,-1.05521121318821,0.914,3.34988269055214,5.82671911940678,139.186055259681,1.56643968331693,0.103030303030303
68,"B","C3",1200,0.6,"H-AIPCW",0.14,0.8845,0.0155000000000001,0.0155000000000001,0.493334388870676,0.453141181934791,-0.792529097819143,0.854,38.2695974406899,42.5007994482236,36.4623913721176,3.49136708396558,NA
68,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9265,0,0.0265,0.408427398349281,0.375151779802361,-0.981402144424102,0.906,3.34988269055214,5.82671911940678,139.186055259681,1.56643968331693,0.103030303030303
68,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9535,0,0.0535,0.399364946239036,0.360969846778035,-1.08310966481379,0.93,NA,NA,NA,NA,NA
68,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9145,0,0.0145,0.469782305535872,0.423897053965446,-0.867999592227702,0.9,NA,NA,NA,NA,NA
68,"B","C3",1200,0.6,"KM de-censoring",NA,0.9345,0,0.0345,0.452079531656909,0.39282098572237,-0.942540065543247,0.916,NA,NA,NA,NA,NA
68,"B","C3",1200,0.6,"Oracle",NA,0.901,0,0.001,2.21220203004782,0.559649273204282,-0.460889532608988,0.872,NA,NA,NA,NA,NA
69,"B","C3",1200,0.6,"H-IPCW",0.15,0.8995,0.000500000000000056,0.000500000000000056,0.483844196923587,0.450229785891778,-0.797654527819909,0.838,44.6902478599799,45.0680578412219,52.7618759749264,2.84857558299953,NA
69,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9315,0,0.0315,0.401242597914554,0.373366819522402,-0.984851248821537,0.88,3.44719788580907,4.82723179836636,158.682370936587,1.42447817110195,0.104166666666667
69,"B","C3",1200,0.6,"H-AIPCW",0.15,0.8995,0.000500000000000056,0.000500000000000056,0.483844196923587,0.450229785891778,-0.797654527819909,0.838,44.6902478599799,45.0680578412219,52.7618759749264,2.84857558299953,NA
69,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.9315,0,0.0315,0.401242597914554,0.373366819522402,-0.984851248821537,0.88,3.44719788580907,4.82723179836636,158.682370936587,1.42447817110195,0.104166666666667
69,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.941,0,0.0409999999999999,0.445744747487412,0.395755042148676,-0.97313230626411,0.928,NA,NA,NA,NA,NA
69,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.923,0,0.023,0.465458882235559,0.417372546286714,-0.874359113146942,0.88,NA,NA,NA,NA,NA
69,"B","C3",1200,0.6,"KM de-censoring",NA,0.9585,0,0.0585,0.404605098395278,0.33912464943661,-1.1913823155004,0.94,NA,NA,NA,NA,NA
69,"B","C3",1200,0.6,"Oracle",NA,0.898,0.002,0.002,1.44269016905239,0.601909770358276,-0.399222949212816,0.882,NA,NA,NA,NA,NA
70,"B","C3",1200,0.6,"H-IPCW",0.09,0.949,0,0.0489999999999999,0.426049352165552,0.358887074927786,-1.03490288699042,0.924,13.7959475776836,19.9022639882955,102.416631839343,1.92209144400518,NA
70,"B","C3",1200,0.6,"Clip-IPCW",0.08,0.9585,0,0.0585,0.390739409355773,0.329143379681079,-1.12141721114541,0.938,2.28926845972724,4.05213073237875,177.237828896849,1.30835457303123,0.104166666666667
70,"B","C3",1200,0.6,"H-AIPCW",0.11,0.926,0,0.026,0.494317232468342,0.416393229435136,-0.886280594630643,0.894,13.7959475776836,19.9022639882955,102.416631839343,1.92209144400518,NA
70,"B","C3",1200,0.6,"Clip-AIPCW",0.09,0.949,0,0.0489999999999999,0.426049352165552,0.358887074927786,-1.03490288699042,0.924,2.28926845972724,4.05213073237875,177.237828896849,1.30835457303123,0.104166666666667
70,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9535,0,0.0535,0.421804908292327,0.366994700819831,-1.41939658906819,0.912,NA,NA,NA,NA,NA
70,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9365,0,0.0365,0.467292592440946,0.402770799938076,-0.935456470981524,0.918200408997955,NA,NA,NA,NA,NA
70,"B","C3",1200,0.6,"KM de-censoring",NA,0.9635,0,0.0635,0.39795025685997,0.290816879333718,-2.8321190523782,0.9,NA,NA,NA,NA,NA
70,"B","C3",1200,0.6,"Oracle",NA,0.9085,0,0.00849999999999995,1.1013019534434,0.581556769358744,-0.461607585083991,0.882,NA,NA,NA,NA,NA
71,"B","C3",1200,0.6,"H-IPCW",0.14,0.8765,0.0235000000000001,0.0235000000000001,0.617253049879878,0.499332971370711,-0.696365854389012,0.832,135.525023738355,96.7090381880865,18.7848697748413,4.96021544844426,NA
71,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.906,0,0.00600000000000001,0.5459917418026,0.441685430037516,-0.819041072952396,0.876,5.29291896279711,6.20484858868637,136.398869370971,1.58882025908541,0.102564102564103
