"rep","setting","mech","n","cens","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
71,"B","C3",1200,0.6,"H-AIPCW",0.14,0.8765,0.0235000000000001,0.0235000000000001,0.617253049879878,0.499332971370711,-0.696365854389012,0.832,135.525023738355,96.7090381880865,18.7848697748413,4.96021544844426,NA
71,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.916,0,0.016,0.509767429511815,0.412381413644987,-0.887690322534952,0.890452261306533,5.29291896279711,6.20484858868637,136.398869370971,1.58882025908541,0.102564102564103
71,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.954,0,0.0539999999999999,0.432860975666962,0.357471359652086,-1.46799894625315,0.918,NA,NA,NA,NA,NA
71,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9115,0,0.0115,0.500343721728417,0.433280876739257,-0.861834873502629,0.89,NA,NA,NA,NA,NA
71,"B","C3",1200,0.6,"KM de-censoring",NA,0.957,0,0.0569999999999999,0.444509884047917,0.32285884747269,-1.98084716556875,0.89,NA,NA,NA,NA,NA
71,"B","C3",1200,0.6,"Oracle",NA,0.894,0.00600000000000001,0.00600000000000001,1.61916103341167,0.578191177270234,-0.446397264468607,0.882,NA,NA,NA,NA,NA
72,"B","C3",1200,0.6,"H-IPCW",0.16,0.8745,0.0255,0.0255,0.569133458020378,0.505911284567546,-0.675854813917752,0.836,273.765271284243,187.418326090516,6.39658198533808,8.61363154812792,NA
72,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.942,0,0.0419999999999999,0.421123623582379,0.374343118236906,-0.977043335616846,0.922,4.11250743693387,5.44772291321133,146.23650133858,1.51232240939218,0.102150537634409
72,"B","C3",1200,0.6,"H-AIPCW",0.18,0.846,0.054,0.054,0.626964937589252,0.55731855592864,-0.579079150749129,0.806,273.765271284243,187.418326090516,6.39658198533808,8.61363154812792,NA
72,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.942,0,0.0419999999999999,0.421123623582379,0.374343118236906,-0.977043335616846,0.922,4.11250743693387,5.44772291321133,146.23650133858,1.51232240939218,0.102150537634409
72,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9385,0,0.0385,0.464931777816991,0.403198725571333,-0.944784135630548,0.930964467005076,NA,NA,NA,NA,NA
72,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9205,0,0.0205,0.475507569205402,0.427809214642756,-0.867848439907822,0.906,NA,NA,NA,NA,NA
72,"B","C3",1200,0.6,"KM de-censoring",NA,0.9625,0,0.0625,0.421930102945436,0.339558052505781,-1.18076580421487,0.93,NA,NA,NA,NA,NA
72,"B","C3",1200,0.6,"Oracle",NA,0.9015,0,0.00149999999999995,1.43006427794684,0.575511778734959,-0.471912980531415,0.88855421686747,NA,NA,NA,NA,NA
73,"B","C3",1200,0.6,"H-IPCW",0.11,0.9185,0,0.0185,0.50302590364217,0.42902736858719,-0.855376096749415,0.887351778656126,22.4966079410768,30.3357858253013,85.8972680742598,2.14421292197984,NA
73,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.932,0,0.032,0.469091206581077,0.400084696493149,-0.925220543956231,0.902,2.85360503790096,4.61343149837971,164.939623489561,1.38352578123074,0.101604278074866
73,"B","C3",1200,0.6,"H-AIPCW",0.14,0.875,0.025,0.025,0.601465682942868,0.51298598616909,-0.676648282494614,0.843873517786561,22.4966079410768,30.3357858253013,85.8972680742598,2.14421292197984,NA
73,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9185,0,0.0185,0.50302590364217,0.42902736858719,-0.855376096749415,0.887351778656126,2.85360503790096,4.61343149837971,164.939623489561,1.38352578123074,0.101604278074866
73,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.936,0,0.036,0.470951146249738,0.420641307531072,-0.937096200315504,0.909090909090909,NA,NA,NA,NA,NA
73,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9025,0,0.00249999999999995,0.50381080770912,0.455643523110107,-0.819329600979946,0.879446640316206,NA,NA,NA,NA,NA
73,"B","C3",1200,0.6,"KM de-censoring",NA,0.944,0,0.0439999999999999,0.470840373376087,0.380798763535936,-1.04998670456473,0.888,NA,NA,NA,NA,NA
73,"B","C3",1200,0.6,"Oracle",NA,0.904,0,0.004,1.38108924140797,0.575362177476631,-0.476971128339994,0.882,NA,NA,NA,NA,NA
74,"B","C3",1200,0.6,"H-IPCW",0.15,0.8755,0.0245000000000001,0.0245000000000001,0.604100209047207,0.511898476490538,-0.681516124022054,0.868,273.643006269454,193.115162449317,5.98848586819382,8.90612513877675,NA
74,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.941,0,0.0409999999999999,0.454906026685186,0.38547528790594,-0.965165354352169,0.934,3.1370062005428,4.55987607931846,168.340869652933,1.36206554158861,0.102040816326531
74,"B","C3",1200,0.6,"H-AIPCW",0.18,0.843,0.0570000000000001,0.0570000000000001,0.688467223093136,0.583388843998078,-0.550788506433981,0.826,273.643006269454,193.115162449317,5.98848586819382,8.90612513877675,NA
74,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.941,0,0.0409999999999999,0.454906026685186,0.38547528790594,-0.965165354352169,0.934,3.1370062005428,4.55987607931846,168.340869652933,1.36206554158861,0.102040816326531
74,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.952,0,0.0519999999999999,0.445443312137633,0.368697293148675,-1.1637213906799,0.93,NA,NA,NA,NA,NA
74,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9255,0,0.0255,0.499886356900801,0.427805438697698,-0.86799453874748,0.907048008171604,NA,NA,NA,NA,NA
74,"B","C3",1200,0.6,"KM de-censoring",NA,0.9545,0,0.0545,0.451337657498357,0.34718119495263,-1.33763883367666,0.916,NA,NA,NA,NA,NA
74,"B","C3",1200,0.6,"Oracle",NA,0.903,0,0.003,1.51984794581181,0.594563507806853,-0.414294291684114,0.892,NA,NA,NA,NA,NA
75,"B","C3",1200,0.6,"H-IPCW",0.09,0.9465,0,0.0465,0.409000385563022,0.358037191815065,-1.0158553319402,0.922,14.4734507007347,18.3375045579435,109.184333369138,1.84481038940266,NA
75,"B","C3",1200,0.6,"Clip-IPCW",0.09,0.9465,0,0.0465,0.409000385563022,0.358037191815065,-1.0158553319402,0.922,3.32614216267981,4.87361881999241,165.331468555308,1.3810256883608,0.101010101010101
75,"B","C3",1200,0.6,"H-AIPCW",0.13,0.887,0.013,0.013,0.527660138201773,0.461911432808177,-0.761119031870726,0.864,14.4734507007347,18.3375045579435,109.184333369138,1.84481038940266,NA
75,"B","C3",1200,0.6,"Clip-AIPCW",0.08,0.956,0,0.0559999999999999,0.377367091651042,0.330345541342622,-1.09635299907992,0.94,3.32614216267981,4.87361881999241,165.331468555308,1.3810256883608,0.101010101010101
75,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.942,0,0.0419999999999999,0.454776312881424,0.382410125477535,-1.03506441860144,0.906,NA,NA,NA,NA,NA
75,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9225,0,0.0225,0.458603434874753,0.403206457253225,-0.911172981489321,0.902,NA,NA,NA,NA,NA
75,"B","C3",1200,0.6,"KM de-censoring",NA,0.949,0,0.0489999999999999,0.442438828854035,0.360174434930009,-1.16975849310963,0.898,NA,NA,NA,NA,NA
75,"B","C3",1200,0.6,"Oracle",NA,0.911,0,0.011,1.24186005629506,0.571468477957386,-0.453717239149708,0.906,NA,NA,NA,NA,NA
76,"B","C3",1200,0.6,"H-IPCW",0.35,0.5965,0.3035,0.3035,1.2260871389531,1.04914548501694,0.0578036102760122,0.570203644158628,1034.62194875711,256.969876979427,2.88633835845839,12.8703443758162,NA
76,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.9205,0,0.0205,0.497505560360685,0.425708496435994,-0.844172846371988,0.89,3.92539433974156,5.74910287998627,151.974726665954,1.47068895053941,0.103626943005181
76,"B","C3",1200,0.6,"H-AIPCW",0.01,0.9995,0,0.0995,0.0753003186112019,0.0644334213951014,-2.73229521349121,0.998,1034.62194875711,256.969876979427,2.88633835845839,12.8703443758162,NA
76,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.9205,0,0.0205,0.497505560360685,0.425708496435994,-0.844172846371988,0.89,3.92539433974156,5.74910287998627,151.974726665954,1.47068895053941,0.103626943005181
76,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9255,0,0.0255,0.517488579755651,0.445017899643857,-0.856997897896309,0.908,NA,NA,NA,NA,NA
76,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.905,0,0.005,0.534949891193477,0.468757992216224,-0.784143891176559,0.894,NA,NA,NA,NA,NA
76,"B","C3",1200,0.6,"KM de-censoring",NA,0.9435,0,0.0435,0.49402290319376,0.391705696744292,-1.04039548540211,0.9,NA,NA,NA,NA,NA
76,"B","C3",1200,0.6,"Oracle",NA,0.8955,0.00450000000000006,0.00450000000000006,1.30326162752429,0.629096127522643,-0.390273399333316,0.882,NA,NA,NA,NA,NA
77,"B","C3",1200,0.6,"H-IPCW",0.12,0.932,0,0.032,0.447753140307687,0.392192539886514,-0.923408225765457,0.91407867494824,92.0470058361538,77.885476377266,19.9393333418619,4.8084499202348,NA
77,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.9445,0,0.0445,0.421009446782352,0.368767406380046,-0.984995007867273,0.927536231884058,3.58005110739084,4.86749313092714,169.374087056254,1.35565200136923,0.102439024390244
77,"B","C3",1200,0.6,"H-AIPCW",0.12,0.932,0,0.032,0.447753140307687,0.392192539886514,-0.923408225765457,0.91407867494824,92.0470058361538,77.885476377266,19.9393333418619,4.8084499202348,NA
77,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9445,0,0.0445,0.421009446782352,0.368767406380046,-0.984995007867273,0.927536231884058,3.58005110739084,4.86749313092714,169.374087056254,1.35565200136923,0.102439024390244
77,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9435,0,0.0435,0.44504903378695,0.376127895179962,-1.06952839035141,0.922,NA,NA,NA,NA,NA
77,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.946,0,0.0459999999999999,0.422491364156575,0.37181528873554,-0.992980976139687,0.927536231884058,NA,NA,NA,NA,NA
77,"B","C3",1200,0.6,"KM de-censoring",NA,0.956,0,0.0559999999999999,0.415638406476221,0.339885624816703,-1.1469070117641,0.926,NA,NA,NA,NA,NA
77,"B","C3",1200,0.6,"Oracle",NA,0.8955,0.00450000000000006,0.00450000000000006,1.24718463276365,0.596048729502311,-0.433329159275502,0.866,NA,NA,NA,NA,NA
78,"B","C3",1200,0.6,"H-IPCW",0.18,0.8915,0.00850000000000006,0.00850000000000006,0.565104721750302,0.496329811020174,-0.698789991790887,0.876,87.94671965067,93.2293295454991,21.2409946625886,4.65219315865904,NA
78,"B","C3",1200,0.6,"Clip-IPCW",0.15,0.926,0,0.026,0.481791207473281,0.423155797063143,-0.858290213307855,0.912,2.52812527010093,4.16480689692865,177.626808340255,1.30608140957294,0.101522842639594
78,"B","C3",1200,0.6,"H-AIPCW",0.18,0.8915,0.00850000000000006,0.00850000000000006,0.565104721750302,0.496329811020174,-0.698789991790887,0.876,87.94671965067,93.2293295454991,21.2409946625886,4.65219315865904,NA
78,"B","C3",1200,0.6,"Clip-AIPCW",0.15,0.926,0,0.026,0.481791207473281,0.423155797063143,-0.858290213307855,0.912,2.52812527010093,4.16480689692865,177.626808340255,1.30608140957294,0.101522842639594
78,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9375,0,0.0375,0.482518390568991,0.426156111639898,-0.9228885533286,0.928,NA,NA,NA,NA,NA
78,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9375,0,0.0375,0.475541712124597,0.424585675169268,-0.89048692249462,0.933663366336634,NA,NA,NA,NA,NA
78,"B","C3",1200,0.6,"KM de-censoring",NA,0.955,0,0.0549999999999999,0.452944076046107,0.36988042031669,-1.0760324478537,0.914,NA,NA,NA,NA,NA
78,"B","C3",1200,0.6,"Oracle",NA,0.898,0.002,0.002,2.92911906001672,0.585951729739395,-0.422057084347381,0.888,NA,NA,NA,NA,NA
79,"B","C3",1200,0.6,"H-IPCW",0.13,0.945,0,0.0449999999999999,0.390966639145325,0.355658345092878,-1.03729609515392,0.924,21.5305170894514,27.1667025916758,91.5581879433822,2.0618983603462,NA
79,"B","C3",1200,0.6,"Clip-IPCW",0.12,0.956,0,0.0559999999999999,0.3650311129033,0.33206506265191,-1.10593573883954,0.934,2.76712245274527,4.14114379022881,177.189385705221,1.30863809262657,0.1
79,"B","C3",1200,0.6,"H-AIPCW",0.15,0.923,0,0.023,0.442489427656647,0.402528097807753,-0.913501757759003,0.892,21.5305170894514,27.1667025916758,91.5581879433822,2.0618983603462,NA
79,"B","C3",1200,0.6,"Clip-AIPCW",0.13,0.945,0,0.0449999999999999,0.390966639145325,0.355658345092878,-1.03729609515392,0.924,2.76712245274527,4.14114379022881,177.189385705221,1.30863809262657,0.1
79,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.951,0,0.0509999999999999,0.415231497750261,0.369314006708929,-1.01947530183212,0.944,NA,NA,NA,NA,NA
79,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.941,0,0.0409999999999999,0.438085623153671,0.395190664684207,-0.942932757927185,0.93,NA,NA,NA,NA,NA
79,"B","C3",1200,0.6,"KM de-censoring",NA,0.9535,0,0.0535,0.414071041424522,0.362164990789142,-1.03831146087772,0.936,NA,NA,NA,NA,NA
79,"B","C3",1200,0.6,"Oracle",NA,0.9075,0,0.00749999999999995,1.37571132695386,0.585085130177396,-0.436443770603345,0.89,NA,NA,NA,NA,NA
80,"B","C3",1200,0.6,"H-IPCW",0.1,0.9375,0,0.0375,0.475117628899974,0.395937546616801,-0.935079620054155,0.914914914914915,17.8051362667622,24.2268922813459,93.268766586475,2.03839980596971,NA
80,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.9375,0,0.0375,0.475117628899974,0.395937546616801,-0.935079620054155,0.914914914914915,2.44973178937956,4.05782989265409,182.159162360114,1.28002801259458,0.1
80,"B","C3",1200,0.6,"H-AIPCW",0.01,0.9995,0,0.0995,0.0906692678756407,0.0755589043482547,-2.59142356619934,0.998,17.8051362667622,24.2268922813459,93.268766586475,2.03839980596971,NA
80,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.9375,0,0.0375,0.475117628899974,0.395937546616801,-0.935079620054155,0.914914914914915,2.44973178937956,4.05782989265409,182.159162360114,1.28002801259458,0.1
80,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9405,0,0.0405,0.482679214113442,0.417424566301691,-1.00738374056263,0.922,NA,NA,NA,NA,NA
80,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9215,0,0.0215,0.48281989641852,0.436581184686866,-0.872452050304868,0.897897897897898,NA,NA,NA,NA,NA
80,"B","C3",1200,0.6,"KM de-censoring",NA,0.966,0,0.0659999999999999,0.430060036774374,0.33449379266531,-1.70527387520726,0.918,NA,NA,NA,NA,NA
80,"B","C3",1200,0.6,"Oracle",NA,0.902,0,0.002,1.2592168812219,0.577793545726663,-0.453291808899596,0.878,NA,NA,NA,NA,NA
81,"B","C3",1200,0.6,"H-IPCW",0.23,0.791,0.109,0.109,0.727990149972241,0.635664153916402,-0.45290079154479,0.724,247.079519685345,127.374770036724,8.95635754479088,7.25968411471576,NA
81,"B","C3",1200,0.6,"Clip-IPCW",0.14,0.9215,0,0.0215,0.476089417134335,0.415710262759448,-0.877582621679871,0.9,3.82256337801553,5.78666835938151,150.196630570288,1.48337279942866,0.101604278074866
81,"B","C3",1200,0.6,"H-AIPCW",0.49,0.4545,0.4455,0.4455,1.51209960276712,1.32033038450718,0.278066120023772,0.382,247.079519685345,127.374770036724,8.95635754479088,7.25968411471576,NA
81,"B","C3",1200,0.6,"Clip-AIPCW",0.12,0.941,0,0.0409999999999999,0.418997456751495,0.365858884009927,-1.00532345929381,0.924,3.82256337801553,5.78666835938151,150.196630570288,1.48337279942866,0.101604278074866
81,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.937,0,0.037,0.464883808082458,0.402068094600035,-0.986386600959597,0.93,NA,NA,NA,NA,NA
81,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.929,0,0.029,0.462894817452058,0.415091784901261,-0.912209145787957,0.916,NA,NA,NA,NA,NA
81,"B","C3",1200,0.6,"KM de-censoring",NA,0.9605,0,0.0605,0.437604962237796,0.350659985453903,-1.13515714423047,0.938,NA,NA,NA,NA,NA
81,"B","C3",1200,0.6,"Oracle",NA,0.9085,0,0.00849999999999995,2.32785052600091,0.575520240737786,-0.454457582279376,0.898,NA,NA,NA,NA,NA
82,"B","C3",1200,0.6,"H-IPCW",0.15,0.86,0.04,0.04,0.639058015857105,0.545305378508218,-0.616389366588064,0.823232323232323,88.456449901602,97.2954730671127,20.7815146803532,4.7056968287504,NA
82,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.9155,0,0.0155,0.51036084785901,0.435488654256645,-0.84126658813482,0.888888888888889,3.19239342606678,5.23727268661037,149.172158081842,1.49076779305912,0.102272727272727
82,"B","C3",1200,0.6,"H-AIPCW",0.2,0.7875,0.1125,0.1125,0.791817317829114,0.675654215257844,-0.402053902581146,0.738,88.456449901602,97.2954730671127,20.7815146803532,4.7056968287504,NA
82,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9155,0,0.0155,0.51036084785901,0.435488654256645,-0.84126658813482,0.888888888888889,3.19239342606678,5.23727268661037,149.172158081842,1.49076779305912,0.102272727272727
82,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9645,0,0.0645,0.413494944402342,0.361636171243674,-1.30321991316462,0.948,NA,NA,NA,NA,NA
82,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9145,0,0.0145,0.500071779615899,0.453888693646423,-0.833497637133036,0.9,NA,NA,NA,NA,NA
82,"B","C3",1200,0.6,"KM de-censoring",NA,0.9595,0,0.0595,0.435292140064231,0.340487825846968,-1.48959316594162,0.914,NA,NA,NA,NA,NA
82,"B","C3",1200,0.6,"Oracle",NA,0.8975,0.00250000000000006,0.00250000000000006,1.29865934605324,0.565801017784739,-0.487256877700635,0.872,NA,NA,NA,NA,NA
83,"B","C3",1200,0.6,"H-IPCW",0.16,0.875,0.025,0.025,0.564463053415991,0.501444987301596,-0.682729792045311,0.826262626262626,75.9278434070903,58.896002697673,21.2562198434296,4.65044957738616,NA
83,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.9385,0,0.0385,0.422416196963524,0.375256596938435,-0.972613646647544,0.907070707070707,3.11519305586133,4.55500083020904,176.020349367882,1.31550856010952,0.101941747572816
83,"B","C3",1200,0.6,"H-AIPCW",0.14,0.901,0,0.001,0.508550719027671,0.451774845672873,-0.787039770439909,0.857575757575758,75.9278434070903,58.896002697673,21.2562198434296,4.65044957738616,NA
83,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.9385,0,0.0385,0.422416196963524,0.375256596938435,-0.972613646647544,0.907070707070707,3.11519305586133,4.55500083020904,176.020349367882,1.31550856010952,0.101941747572816
83,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.925,0,0.025,0.475581351267937,0.412156540523562,-0.91956714337566,0.892929292929293,NA,NA,NA,NA,NA
83,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.9185,0,0.0185,0.481874665030349,0.433634992886463,-0.852134946009899,0.876767676767677,NA,NA,NA,NA,NA
83,"B","C3",1200,0.6,"KM de-censoring",NA,0.949,0,0.0489999999999999,0.430056678265348,0.360945180139506,-1.10716136109336,0.925252525252525,NA,NA,NA,NA,NA
83,"B","C3",1200,0.6,"Oracle",NA,0.902,0,0.002,1.3561958885027,0.598335377860587,-0.431217767251403,0.892,NA,NA,NA,NA,NA
84,"B","C3",1200,0.6,"H-IPCW",0.13,0.892,0.00800000000000001,0.00800000000000001,0.56113078516679,0.454852953624746,-0.786942395134948,0.852,35.9289825103904,41.9787718112049,63.0665142660226,2.57387135358839,NA
84,"B","C3",1200,0.6,"Clip-IPCW",0.11,0.924,0,0.024,0.492941834582473,0.399578949065133,-0.916505217636076,0.898,3.14650224316589,4.69658137328451,168.92674906975,1.35842286737559,0.101522842639594
84,"B","C3",1200,0.6,"H-AIPCW",0.14,0.8825,0.0175000000000001,0.0175000000000001,0.5946328885239,0.48200977885595,-0.728952181077964,0.844,35.9289825103904,41.9787718112049,63.0665142660226,2.57387135358839,NA
84,"B","C3",1200,0.6,"Clip-AIPCW",0.11,0.924,0,0.024,0.492941834582473,0.399578949065133,-0.916505217636076,0.898,3.14650224316589,4.69658137328451,168.92674906975,1.35842286737559,0.101522842639594
84,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9275,0,0.0275,0.486514161612564,0.405653095699688,-0.941389214572661,0.908,NA,NA,NA,NA,NA
84,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.917,0,0.017,0.490872058265579,0.429059132086613,-0.865470774606259,0.896,NA,NA,NA,NA,NA
84,"B","C3",1200,0.6,"KM de-censoring",NA,0.9655,0,0.0655,0.407140152467267,0.295465120609038,-1.99018075426349,0.916,NA,NA,NA,NA,NA
84,"B","C3",1200,0.6,"Oracle",NA,0.9005,0,0.000499999999999945,1.26812069400884,0.566761024571491,-0.458403130177746,0.882,NA,NA,NA,NA,NA
85,"B","C3",1200,0.6,"H-IPCW",0.18,0.79,0.11,0.11,0.709149784185171,0.607766068259542,-0.487278084593364,0.75,581.203669243639,257.085694758033,3.40428380088165,11.8444541218008,NA
85,"B","C3",1200,0.6,"Clip-IPCW",0.1,0.93,0,0.03,0.435284431039212,0.373053920521556,-0.975345168134632,0.914258188824663,3.24460427984273,4.43752553042146,177.381351272377,1.30751513994018,0.101449275362319
85,"B","C3",1200,0.6,"H-AIPCW",0.01,1,0,0.1,0.0711413673312453,0.0609706300104138,-2.78667586338205,1,581.203669243639,257.085694758033,3.40428380088165,11.8444541218008,NA
85,"B","C3",1200,0.6,"Clip-AIPCW",0.09,0.9465,0,0.0465,0.399652106932231,0.342515777510862,-1.06075041400339,0.934489402697495,3.24460427984273,4.43752553042146,177.381351272377,1.30751513994018,0.101449275362319
85,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.9315,0,0.0315,0.459881521665971,0.388039549339757,-1.04052538679888,0.908,NA,NA,NA,NA,NA
85,"B","C3",1200,0.6,"DR-COSARC (adaptive)",NA,0.922,0,0.022,0.458229885512298,0.401658963072121,-0.916278407149199,0.904,NA,NA,NA,NA,NA
85,"B","C3",1200,0.6,"KM de-censoring",NA,0.9315,0,0.0315,0.462223440316194,0.381051779169417,-1.0315055832606,0.908457711442786,NA,NA,NA,NA,NA
85,"B","C3",1200,0.6,"Oracle",NA,0.897,0.003,0.003,2.0151407745019,0.576881009331141,-0.431730491833398,0.885572139303483,NA,NA,NA,NA,NA
86,"B","C3",1200,0.6,"H-IPCW",0.1,0.946,0,0.0459999999999999,0.450909734857964,0.378133961962265,-0.969145040340917,0.922360248447205,12.3658342824235,17.267079105597,111.530856304482,1.81951611430845,NA
86,"B","C3",1200,0.6,"Clip-IPCW",0.09,0.956,0,0.0559999999999999,0.41368770006665,0.34691947622407,-1.05530087387607,0.934782608695652,2.96879973849188,4.82880229616359,164.754334093989,1.38471054704737,0.101063829787234
86,"B","C3",1200,0.6,"H-AIPCW",0.11,0.933,0,0.033,0.487673819152805,0.408964409339281,-0.890765436376298,0.907867494824017,12.3658342824235,17.267079105597,111.530856304482,1.81951611430845,NA
86,"B","C3",1200,0.6,"Clip-AIPCW",0.1,0.946,0,0.0459999999999999,0.450909734857964,0.378133961962265,-0.969145040340917,0.922360248447205,2.96879973849188,4.82880229616359,164.754334093989,1.38471054704737,0.101063829787234
86,"B","C3",1200,0.6,"DR-COSARC (fixed)",NA,0.958,0,0.0579999999999999,0.44079626456453,0.377862513251312,-1.22284674208385,0.936,NA,NA,NA,NA,NA
