"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
10,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.11,0.9265,0,0.0265,0.46495038623895,0.42269348384949,-0.861853937954022,0.9,15.4081958042194,15.4245439013283,63.8380949858591,1.66464913766178,NA
10,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.1,0.934,0,0.034,0.439426009160855,0.399488883553312,-0.918315290943711,0.908,3.88839671730411,4.39365492225505,87.3140275648401,1.3251475236061,0.10377358490566
11,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.36,0.65,0.25,0.25,0.970251439359922,0.90966307043608,-0.0952138967891001,0.538,2516.93804168462,169.218868911577,1.84390815093086,11.3885353919479,NA
11,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.1,0.913,0,0.013,0.443815120516952,0.416100619754551,-0.877361070047314,0.85,5.49898900501204,6.41455116695994,67.4664705187378,1.60250512942064,0.105263157894737
11,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.01,0.998,0,0.098,0.124246331283429,0.116487638792129,-2.150503012884,0.994,2516.93804168462,169.218868911577,1.84390815093086,11.3885353919479,NA
11,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.05,0.968,0,0.0679999999999999,0.300484474997081,0.281720406747905,-1.26737306179347,0.94,5.49898900501204,6.41455116695994,67.4664705187378,1.60250512942064,0.105263157894737
12,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.13,0.898,0.002,0.002,0.501543465325443,0.459863292228807,-0.762555448291362,0.848,16.1535582794257,16.2372930449206,60.6184992061297,1.72382393706534,NA
12,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.13,0.898,0.002,0.002,0.501543465325443,0.459863292228807,-0.762555448291362,0.848,4.26224197112649,4.74993368151054,82.4518239948957,1.38520237147298,0.1
12,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.13,0.898,0.002,0.002,0.501543465325443,0.459863292228807,-0.762555448291362,0.848,16.1535582794257,16.2372930449206,60.6184992061297,1.72382393706534,NA
12,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.13,0.898,0.002,0.002,0.501543465325443,0.459863292228807,-0.762555448291362,0.848,4.26224197112649,4.74993368151054,82.4518239948957,1.38520237147298,0.1
13,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.09,0.955,0,0.0549999999999999,0.345989369665155,0.327255091065435,-1.11431564043865,0.91,17.0462521080597,19.5687179612124,47.6493441828535,2.01337671786576,NA
13,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.08,0.9645,0,0.0645,0.321899997796195,0.304470085872024,-1.18648276005476,0.928,2.81528790946827,4.01657907744851,84.8082790987581,1.35556959600395,0.106382978723404
13,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.01,1,0,0.1,0.0931784255213223,0.0881330954151139,-2.42620748244144,1,17.0462521080597,19.5687179612124,47.6493441828535,2.01337671786576,NA
13,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.08,0.9645,0,0.0645,0.321899997796195,0.304470085872024,-1.18648276005476,0.928,2.81528790946827,4.01657907744851,84.8082790987581,1.35556959600395,0.106382978723404
14,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.11,0.924,0,0.024,0.440714404129627,0.409946255507843,-0.906847211383711,0.874,36.914413029783,36.4599490041586,28.2983568104654,2.74086834885953,NA
14,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.1,0.9355,0,0.0355,0.415996224399154,0.386953757126744,-0.964568083100938,0.886,3.31196323425627,4.36692842898514,84.9559984040723,1.35374582640895,0.104166666666667
14,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.11,0.924,0,0.024,0.440714404129627,0.409946255507843,-0.906847211383711,0.874,36.914413029783,36.4599490041586,28.2983568104654,2.74086834885953,NA
14,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.1,0.9355,0,0.0355,0.415996224399154,0.386953757126744,-0.964568083100938,0.886,3.31196323425627,4.36692842898514,84.9559984040723,1.35374582640895,0.104166666666667
15,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.49,0.566,0.334,0.334,1.15308308637796,1.08811879891769,0.0901144462788801,0.398,4399.7329642493,206.572457567267,1.3383605029846,13.3817041644928,NA
