"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
8,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.06,0.9395,0,0.0395,0.534713287614565,0.40329022609485,-0.932153637692584,0.916,4.83994795348374,11.6601695385799,80.5614738561894,1.40974188869372,NA,NA,NA,NA
8,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.07,0.9285,0,0.0285,0.587554587564705,0.443144069823153,-0.837915173230417,0.9,3.76392805925214,4.85829149171442,85.3303718730332,1.3491410973394,0.110091743119266,3.76392805925214,0.774743151099792,NA
8,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.08,0.9105,0,0.0105,0.637815047230405,0.48105139812733,-0.75583598324212,0.876,19.5275767962394,19.7254146521748,41.1143178371303,2.20400149904063,NA,NA,NA,NA
8,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.07,0.9285,0,0.0285,0.587554587564705,0.443144069823153,-0.837915173230417,0.9,3.76392805925214,4.85829149171442,85.3303718730332,1.3491410973394,0.110091743119266,3.76392805925214,0.774743151099792,NA
9,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.09,0.927,0,0.027,0.551872550533334,0.459925857844361,-0.783069421898429,0.888,25.7130772689916,33.3321113042601,30.8428460030216,2.60955112364267,NA,NA,NA,NA
9,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.06,0.959,0,0.0589999999999999,0.423687596522335,0.353097614839208,-1.04739017179603,0.936,5.25567138474092,17.3823069808325,61.7725233512783,1.70214411833548,NA,NA,NA,NA
9,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.08,0.9345,0,0.0345,0.510849325367246,0.425737453279174,-0.860311870373855,0.896,3.2707101372027,5.33143829692307,76.1962511318563,1.46927059364564,0.0777777777777778,3.2707101372027,0.613476130651333,NA
9,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.13,0.875,0.025,0.025,0.704685945076555,0.587279232291918,-0.538634319216693,0.826,25.7130772689916,33.3321113042601,30.8428460030216,2.60955112364267,NA,NA,NA,NA
9,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.08,0.9345,0,0.0345,0.510849325367246,0.425737453279174,-0.860311870373855,0.896,3.2707101372027,5.33143829692307,76.1962511318563,1.46927059364564,0.0777777777777778,3.2707101372027,0.613476130651333,NA
10,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.14,0.871,0.029,0.029,0.70155262733472,0.58166026411753,-0.548446544915282,0.81,5.36413255290385,8.51040669768524,74.9150103240659,1.48756530972146,NA,NA,NA,NA
10,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.09,0.931,0,0.031,0.536023010196613,0.444418955237238,-0.817565373170342,0.894,1.70607436023473,5.98790342696882,84.121742863273,1.36409717671806,NA,NA,NA,NA
10,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.14,0.871,0.029,0.029,0.70155262733472,0.58166026411753,-0.548446544915282,0.81,2.54113149814247,4.31129482649192,83.6447615126181,1.37007239158577,0.108695652173913,2.54113149814247,0.589412601181389,NA
10,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.14,0.871,0.029,0.029,0.70155262733472,0.58166026411753,-0.548446544915282,0.81,5.36413255290385,8.51040669768524,74.9150103240659,1.48756530972146,NA,NA,NA,NA
10,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.14,0.871,0.029,0.029,0.70155262733472,0.58166026411753,-0.548446544915282,0.81,2.54113149814247,4.31129482649192,83.6447615126181,1.37007239158577,0.108695652173913,2.54113149814247,0.589412601181389,NA
11,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.1,0.9385,0,0.0385,0.490516054605026,0.42377787814788,-0.868644258421386,0.898,8.96923317863514,12.1550437874397,60.569821349908,1.72475045739752,NA,NA,NA,NA
11,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.08,0.958,0,0.0579999999999999,0.42330998321333,0.36571566781725,-1.01599753649263,0.932,2.59286582266784,7.11975289411766,81.4358071972911,1.39830376868515,NA,NA,NA,NA
