"method","tau_hat","calibration_moment","clip_c","coverage_ipcw_hajek","coverage_ipcw_ht","observed_y_coverage","coverage_shortfall","abs_calibration_error","pac_success","mean_lpb","median_lpb","mean_log_lpb","sd_lpb","worst_slice_coverage","max_raw_weight","max_normalized_weight","weight_variance","weight_cv","effective_sample_size","clipped_fraction","computation_time_sec","split","n_total","n_train","n_cal","n_test","events_train","events_cal","events_test","censoring_test"
"H-AIPCW",0.01,-0.227242106438596,Inf,1,0.58101058551682,0.976744186046512,0,0.1,1,0.334402346490238,0.216298466932041,-1.40281204315692,0.66766822303633,1,43.8126837313851,55.082884400598,11.4795808396712,4.25970803094879,8.98156380875029,NA,0.130000000000001,8,686,343,171,172,159,72,68,0.604651162790698
"Clip-AIPCW",0.09,0.00456344675905936,1.70784366324795,0.884614803778712,0.513970565100317,0.854651162790698,0.015385196221288,0.015385196221288,0,1.3905945953483,1.02285774843147,0.141010445785128,1.21889898505371,0.807008734283824,1.70784366324795,3.3080223775394,0.388798349792481,1.20776525742798,69.7911746833576,0.111111111111111,0.135,8,686,343,171,172,159,72,68,0.604651162790698
"Naive-Y",0.08,0.0181286549707602,Inf,0.943835947636735,0.551544044397525,0.912790697674419,0,0.0438359476367346,1,0.997651704025105,0.864555920262574,-0.101566432655336,0.543721228979755,0.309501821995559,1,1,0,0,171,NA,0.048,9,686,343,171,172,158,67,74,0.569767441860465
"CC",0.08,0.0552238805970149,Inf,0.943835947636735,0.551544044397525,0.912790697674419,0,0.0438359476367346,1,0.997651704025105,0.864555920262574,-0.101566432655336,0.543721228979755,0.309501821995559,1,1,0.239697282421741,1.24954776718453,67,NA,0.0499999999999998,9,686,343,171,172,158,67,74,0.569767441860465
"HT-IPCW",0.01,-0.404164124952013,Inf,1,0.584364312228765,0.982558139534884,0,0.1,1,0.198784403972706,0.172264761957592,-1.71474981378789,0.108337709437048,1,3.6229361255553,3.6229361255553,0.455440915164263,1.36106252299942,60.1761385199757,NA,0.222,9,686,343,171,172,158,67,74,0.569767441860465
"H-IPCW",0.1,0.00190692927776694,Inf,0.912933702743327,0.533485875314064,0.88953488372093,0,0.0129337027433272,1,1.192472797334,1.03338611313718,0.0768137569509411,0.649898929932619,0.309501821995559,3.6229361255553,7.30672447854781,0.455440915164263,1.36106252299942,60.1761385199757,NA,0.0579999999999998,9,686,343,171,172,158,67,74,0.569767441860465
"Stab-IPCW",0.08,0.053949857710734,Inf,0.943835947636735,0.551544044397525,0.912790697674419,0,0.0438359476367346,1,0.997651704025105,0.864555920262574,-0.101566432655336,0.543721228979755,0.309501821995559,1.20461536482733,3.14358246762581,0.231538132761294,1.25570528752279,66.5998139234454,NA,0.0619999999999994,9,686,343,171,172,158,67,74,0.569767441860465
"Clip-IPCW",0.09,0.0100535079031554,1.58862800719123,0.933503950369361,0.545506393920426,0.901162790697674,0,0.0335039503693605,1,1.09587805326282,0.949677983821049,-0.00765945804504195,0.59725469272291,0.309501821995559,1.58862800719123,3.38665904675152,0.358183745376158,1.2758575794328,65.3097218330341,0.104477611940299,0.0640000000000001,9,686,343,171,172,158,67,74,0.569767441860465
"H-AIPCW",0.01,-0.0516649207579439,Inf,1,0.584364312228765,0.982558139534884,0,0.1,1,0.198784403972706,0.172264761957592,-1.71474981378789,0.108337709437048,1,3.6229361255553,7.30672447854781,0.455440915164263,1.36106252299942,60.1761385199757,NA,0.132,9,686,343,171,172,158,67,74,0.569767441860465
"Clip-AIPCW",0.09,0.0138013271856193,1.58862800719123,0.933503950369361,0.545506393920426,0.901162790697674,0,0.0335039503693605,1,1.09587805326282,0.949677983821049,-0.00765945804504195,0.59725469272291,0.309501821995559,1.58862800719123,3.38665904675152,0.358183745376158,1.2758575794328,65.3097218330341,0.104477611940299,0.137,9,686,343,171,172,158,67,74,0.569767441860465
"Naive-Y",0.04,0.0122807017543859,Inf,0.970350054971778,0.591246197083684,0.936046511627907,0,0.0703500549717777,1,0.828227953499141,0.668830367795651,-0.405660177620095,0.842792134429209,0.933158665996564,1,1,0,0,171,NA,0.048,10,686,343,171,172,146,78,75,0.563953488372093
"CC",0.05,0.0230769230769231,Inf,0.950661839795612,0.579249925953868,0.918604651162791,0,0.0506618397956117,1,0.958926921762988,0.781025741339201,-0.251484150190521,0.91264742814394,0.899444530311848,1,1,0.24953560371517,1.09513527336504,78,NA,0.0459999999999994,10,686,343,171,172,146,78,75,0.563953488372093
"HT-IPCW",0.13,0.00171311894745729,Inf,0.717243069508604,0.437025004593754,0.744186046511628,0.182756930491396,0.182756930491396,0,1.80581669399303,1.53909011894204,0.419286277462843,1.26849722748556,0.487528604331631,77.1848118944632,77.1848118944632,34.8886545480056,5.62387284483041,5.27078471086918,NA,0.222,10,686,343,171,172,146,78,75,0.563953488372093
