"rep","setting","mech","n","cens","q","method","cclip","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
9,"A","C1",1200,0.6,0.9,"Clip-IPCW",2.73099160305365,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,2.73099160305365,4.59801286805862,162.845913176701,1.39701022904619,0.139784946236559,2.73099160305365,0.593950404537848,NA
9,"A","C1",1200,0.6,0.9,"Clip-AIPCW",2.73099160305365,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,2.73099160305365,4.59801286805862,162.845913176701,1.39701022904619,0.139784946236559,2.73099160305365,0.593950404537848,NA
9,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.32212735294057,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,2.32212735294057,4.06957511118907,169.469226947294,1.35506385177782,0.166666666666667,2.32212735294057,0.570606829827521,NA
9,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.32212735294057,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,2.32212735294057,4.06957511118907,169.469226947294,1.35506385177782,0.166666666666667,2.32212735294057,0.570606829827521,NA
9,"A","C1",1200,0.6,0.8,"Clip-IPCW",1.95820468816941,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,1.95820468816941,3.59197940022842,175.345322017919,1.31950091451412,0.204301075268817,1.95820468816941,0.545160333615746,NA
9,"A","C1",1200,0.6,0.8,"Clip-AIPCW",1.95820468816941,0.05,0.954,0,0.0539999999999999,0.256545553347952,0.172854859860515,-1.7682675565825,0.944,1.95820468816941,3.59197940022842,175.345322017919,1.31950091451412,0.204301075268817,1.95820468816941,0.545160333615746,NA
10,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.1,0.908,0,0.00800000000000001,0.418037635286868,0.26970463979431,-1.3089078738276,0.894,55.7615701104113,60.5955253158123,36.3132002077557,3.49912014041479,0,Inf,0.920225871791567,NA
10,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.11,0.896,0.004,0.004,0.444711124696988,0.286913530205522,-1.24705442548309,0.878,55.7615701104113,60.5955253158123,36.3132002077557,3.49912014041479,0,Inf,0.920225871791567,NA
10,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.20607869873135,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,4.20607869873135,6.35180680106495,141.909875957452,1.54512206380683,0.0819672131147541,4.20607869873135,0.662186182682092,NA
10,"A","C1",1200,0.6,0.95,"Clip-AIPCW",4.20607869873135,0.07,0.935,0,0.035,0.332546866114998,0.214548703680053,-1.53769853798567,0.922,4.20607869873135,6.35180680106495,141.909875957452,1.54512206380683,0.0819672131147541,4.20607869873135,0.662186182682092,NA
10,"A","C1",1200,0.6,0.9,"Clip-IPCW",3.13719414553529,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,3.13719414553529,5.0365964875949,155.522345353828,1.44593530060861,0.114754098360656,3.13719414553529,0.622879786630153,NA
10,"A","C1",1200,0.6,0.9,"Clip-AIPCW",3.13719414553529,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,3.13719414553529,5.0365964875949,155.522345353828,1.44593530060861,0.114754098360656,3.13719414553529,0.622879786630153,NA
10,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.59657454754897,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,2.59657454754897,4.34975872331929,163.005327419901,1.39597597642552,0.14207650273224,2.59657454754897,0.596946799285347,NA
10,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.59657454754897,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,2.59657454754897,4.34975872331929,163.005327419901,1.39597597642552,0.14207650273224,2.59657454754897,0.596946799285347,NA
10,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.21990476641373,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,2.21990476641373,3.87150287114496,168.566986763065,1.36065782645687,0.180327868852459,2.21990476641373,0.573396130727191,NA
10,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.21990476641373,0.06,0.9445,0,0.0445,0.301550972239371,0.194551134831756,-1.63554027483911,0.936,2.21990476641373,3.87150287114496,168.566986763065,1.36065782645687,0.180327868852459,2.21990476641373,0.573396130727191,NA
11,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.04,0.9545,0,0.0545,0.280993812932318,0.176222802284993,-1.7342710474378,0.936,29.4233236299065,31.5561491814926,56.5962561933694,2.73801836606923,0,Inf,0.932411729348874,NA
11,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.06,0.9325,0,0.0325,0.357737845510362,0.2243521484027,-1.49280325544909,0.908,29.4233236299065,31.5561491814926,56.5962561933694,2.73801836606923,0,Inf,0.932411729348874,NA
11,"A","C1",1200,0.6,0.95,"Clip-IPCW",3.91674596395818,0.06,0.9325,0,0.0325,0.357737845510362,0.2243521484027,-1.49280325544909,0.908,3.91674596395818,5.56558861007172,175.939445476767,1.31598607595177,0.0467289719626168,3.91674596395818,0.703743348344195,NA
11,"A","C1",1200,0.6,0.95,"Clip-AIPCW",3.91674596395818,0.07,0.92,0,0.02,0.392434076521239,0.246111585002597,-1.40023513328641,0.892,3.91674596395818,5.56558861007172,175.939445476767,1.31598607595177,0.0467289719626168,3.91674596395818,0.703743348344195,NA
11,"A","C1",1200,0.6,0.9,"Clip-IPCW",2.40343024391775,0.05,0.944,0,0.0439999999999999,0.320827524885544,0.20120416494404,-1.6017000254176,0.918,2.40343024391775,3.6685306622816,195.176560711023,1.20928006815153,0.121495327102804,2.40343024391775,0.65514792301694,NA
11,"A","C1",1200,0.6,0.9,"Clip-AIPCW",2.40343024391775,0.06,0.9325,0,0.0325,0.357737845510362,0.2243521484027,-1.49280325544909,0.908,2.40343024391775,3.6685306622816,195.176560711023,1.20928006815153,0.121495327102804,2.40343024391775,0.65514792301694,NA
11,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.11127181926144,0.05,0.944,0,0.0439999999999999,0.320827524885544,0.20120416494404,-1.6017000254176,0.918,2.11127181926144,3.31067933305974,199.784980338825,1.18554255983468,0.154205607476636,2.11127181926144,0.637715588513431,NA
11,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.11127181926144,0.06,0.9325,0,0.0325,0.357737845510362,0.2243521484027,-1.49280325544909,0.908,2.11127181926144,3.31067933305974,199.784980338825,1.18554255983468,0.154205607476636,2.11127181926144,0.637715588513431,NA
11,"A","C1",1200,0.6,0.8,"Clip-IPCW",1.87251221196165,0.05,0.944,0,0.0439999999999999,0.320827524885544,0.20120416494404,-1.6017000254176,0.918,1.87251221196165,3.02428224560865,203.71441144598,1.16579208191137,0.182242990654206,1.87251221196165,0.619159211968589,NA
11,"A","C1",1200,0.6,0.8,"Clip-AIPCW",1.87251221196165,0.06,0.9325,0,0.0325,0.357737845510362,0.2243521484027,-1.49280325544909,0.908,1.87251221196165,3.02428224560865,203.71441144598,1.16579208191137,0.182242990654206,1.87251221196165,0.619159211968589,NA
12,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.49,0.485,0.415,0.415,1.24849018417404,0.879298669473533,-0.150988076651061,0.464,2089.58905352917,381.909489258738,1.57506431555361,17.4465925819226,0,Inf,5.47142480692199,NA
12,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.26,0.7195,0.1805,0.1805,0.766093443095255,0.53955165506704,-0.639374173569078,0.686,2089.58905352917,381.909489258738,1.57506431555361,17.4465925819226,0,Inf,5.47142480692199,NA
12,"A","C1",1200,0.6,0.95,"Clip-IPCW",3.15361157739787,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,3.15361157739787,4.58704590639169,164.363089023423,1.38721765318691,0.117948717948718,3.15361157739787,0.687503818743903,NA
12,"A","C1",1200,0.6,0.95,"Clip-AIPCW",3.15361157739787,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,3.15361157739787,4.58704590639169,164.363089023423,1.38721765318691,0.117948717948718,3.15361157739787,0.687503818743903,NA
12,"A","C1",1200,0.6,0.9,"Clip-IPCW",2.56082989579904,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,2.56082989579904,3.92866891467876,173.054883830608,1.33318769244737,0.194871794871795,2.56082989579904,0.651831434873771,NA
12,"A","C1",1200,0.6,0.9,"Clip-AIPCW",2.56082989579904,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,2.56082989579904,3.92866891467876,173.054883830608,1.33318769244737,0.194871794871795,2.56082989579904,0.651831434873771,NA
12,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.13635107296175,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,2.13635107296175,3.47187452116187,180.373763699142,1.29019720810949,0.246153846153846,2.13635107296175,0.615330726943096,NA
12,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.13635107296175,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,2.13635107296175,3.47187452116187,180.373763699142,1.29019720810949,0.246153846153846,2.13635107296175,0.615330726943096,NA
12,"A","C1",1200,0.6,0.8,"Clip-IPCW",1.96238736139292,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,1.96238736139292,3.28636714199599,183.42781981841,1.2728741442508,0.276923076923077,1.96238736139292,0.597129680465662,NA
12,"A","C1",1200,0.6,0.8,"Clip-AIPCW",1.96238736139292,0.07,0.9245,0,0.0245,0.32305675945264,0.227525520306005,-1.50285029060046,0.904,1.96238736139292,3.28636714199599,183.42781981841,1.2728741442508,0.276923076923077,1.96238736139292,0.597129680465662,NA
13,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.13,0.8845,0.0155000000000001,0.0155000000000001,0.471387557255139,0.3334292821437,-1.1166652185812,0.866,147.060391467973,126.502795920114,10.65071742633,6.64525284217031,0,Inf,1.16250704498928,NA
13,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.24,0.793,0.107,0.107,0.711638816676497,0.503367592415273,-0.704775310680703,0.754,147.060391467973,126.502795920114,10.65071742633,6.64525284217031,0,Inf,1.16250704498928,NA
13,"A","C1",1200,0.6,0.95,"Clip-IPCW",3.6709538943192,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,3.6709538943192,5.76647233809985,165.088576643835,1.38257454865364,0.0555555555555556,3.6709538943192,0.636603052799667,NA
13,"A","C1",1200,0.6,0.95,"Clip-AIPCW",3.6709538943192,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,3.6709538943192,5.76647233809985,165.088576643835,1.38257454865364,0.0555555555555556,3.6709538943192,0.636603052799667,NA
13,"A","C1",1200,0.6,0.9,"Clip-IPCW",2.48936147451676,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,2.48936147451676,4.12689764069809,179.019485625662,1.29799165266846,0.0909090909090909,2.48936147451676,0.603204075130797,NA
13,"A","C1",1200,0.6,0.9,"Clip-AIPCW",2.48936147451676,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,2.48936147451676,4.12689764069809,179.019485625662,1.29799165266846,0.0909090909090909,2.48936147451676,0.603204075130797,NA
13,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.08189238663038,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,2.08189238663038,3.57724111949585,184.869021239259,1.26481844422931,0.166666666666667,2.08189238663038,0.581982683606127,NA
13,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.08189238663038,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,2.08189238663038,3.57724111949585,184.869021239259,1.26481844422931,0.166666666666667,2.08189238663038,0.581982683606127,NA
13,"A","C1",1200,0.6,0.8,"Clip-IPCW",1.79589718285119,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,1.79589718285119,3.20823339473215,189.5518992471,1.23914766349654,0.202020202020202,1.79589718285119,0.559777597789493,NA
13,"A","C1",1200,0.6,0.8,"Clip-AIPCW",1.79589718285119,0.06,0.949,0,0.0489999999999999,0.288044149440414,0.203743931072043,-1.60923204837862,0.942,1.79589718285119,3.20823339473215,189.5518992471,1.23914766349654,0.202020202020202,1.79589718285119,0.559777597789493,NA
14,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.07,0.9365,0,0.0365,0.326640013376146,0.211140042518451,-1.54691005033977,0.922,19.401930156819,23.0530067204973,90.9410131034363,2.07052602550801,0,Inf,0.841622543733872,NA
14,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.13,0.876,0.024,0.024,0.493642707734262,0.319090552387134,-1.13395674649109,0.848,19.401930156819,23.0530067204973,90.9410131034363,2.07052602550801,0,Inf,0.841622543733872,NA
14,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.59900734236023,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,4.59900734236023,6.34467944059403,148.164157751905,1.49810733464024,0.0761421319796954,4.59900734236023,0.72486047331804,NA
14,"A","C1",1200,0.6,0.95,"Clip-AIPCW",4.59900734236023,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,4.59900734236023,6.34467944059403,148.164157751905,1.49810733464024,0.0761421319796954,4.59900734236023,0.72486047331804,NA
14,"A","C1",1200,0.6,0.9,"Clip-IPCW",3.21218616836231,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,3.21218616836231,4.76145644111163,166.027629307165,1.37660199539922,0.121827411167513,3.21218616836231,0.674622609298171,NA
14,"A","C1",1200,0.6,0.9,"Clip-AIPCW",3.21218616836231,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,3.21218616836231,4.76145644111163,166.027629307165,1.37660199539922,0.121827411167513,3.21218616836231,0.674622609298171,NA
14,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.52516182103958,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,2.52516182103958,3.97140001546716,177.348271948027,1.30770854143722,0.152284263959391,2.52516182103958,0.635836685099711,NA
14,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.52516182103958,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,2.52516182103958,3.97140001546716,177.348271948027,1.30770854143722,0.152284263959391,2.52516182103958,0.635836685099711,NA
14,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.0769561639234,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,2.0769561639234,3.43298913681435,184.410238890984,1.26737471972525,0.177664974619289,2.0769561639234,0.604999340560313,NA
14,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.0769561639234,0.05,0.9555,0,0.0555,0.262174946753823,0.169469835715226,-1.76675672167539,0.942,2.0769561639234,3.43298913681435,184.410238890984,1.26737471972525,0.177664974619289,2.0769561639234,0.604999340560313,NA
15,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.09,0.9025,0,0.00249999999999995,0.402030758071881,0.282335770232435,-1.26018446040203,0.876,53.4458545245708,55.6673276478659,44.403896072871,3.13533764233514,0,Inf,0.960093771029438,NA
15,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.34,0.6655,0.2345,0.2345,0.940910231127484,0.660776842296875,-0.409865320990007,0.612286002014099,53.4458545245708,55.6673276478659,44.403896072871,3.13533764233514,0,Inf,0.960093771029438,NA
15,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.36998812855797,0.08,0.9095,0,0.00949999999999995,0.374616944896711,0.263083760523178,-1.33080903508228,0.89,4.36998812855797,6.02117993251937,147.09573967525,1.50595672176372,0.0740740740740741,4.36998812855797,0.725769396950987,NA
15,"A","C1",1200,0.6,0.95,"Clip-AIPCW",4.36998812855797,0.08,0.9095,0,0.00949999999999995,0.374616944896711,0.263083760523178,-1.33080903508228,0.89,4.36998812855797,6.02117993251937,147.09573967525,1.50595672176372,0.0740740740740741,4.36998812855797,0.725769396950987,NA
15,"A","C1",1200,0.6,0.9,"Clip-IPCW",3.2973444854341,0.08,0.9095,0,0.00949999999999995,0.374616944896711,0.263083760523178,-1.33080903508228,0.89,3.2973444854341,4.78216903270728,158.113202933395,1.42830308927441,0.105820105820106,3.2973444854341,0.689508142201198,NA
15,"A","C1",1200,0.6,0.9,"Clip-AIPCW",3.2973444854341,0.08,0.9095,0,0.00949999999999995,0.374616944896711,0.263083760523178,-1.33080903508228,0.89,3.2973444854341,4.78216903270728,158.113202933395,1.42830308927441,0.105820105820106,3.2973444854341,0.689508142201198,NA
15,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.52283392195175,0.08,0.9095,0,0.00949999999999995,0.374616944896711,0.263083760523178,-1.33080903508228,0.89,2.52283392195175,3.93242940192101,169.164828928996,1.35694705170437,0.206349206349206,2.52283392195175,0.641545890364702,NA
15,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.52283392195175,0.07,0.9225,0,0.0225,0.345944029650541,0.242947516098344,-1.41043606075399,0.908,2.52283392195175,3.93242940192101,169.164828928996,1.35694705170437,0.206349206349206,2.52283392195175,0.641545890364702,NA
15,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.12494629965449,0.07,0.9225,0,0.0225,0.345944029650541,0.242947516098344,-1.41043606075399,0.908,2.12494629965449,3.50771932651111,175.797563349036,1.31682414350928,0.248677248677249,2.12494629965449,0.60579142794986,NA
15,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.12494629965449,0.06,0.9315,0,0.0315,0.315719437539958,0.221721569271716,-1.50185909538751,0.914,2.12494629965449,3.50771932651111,175.797563349036,1.31682414350928,0.248677248677249,2.12494629965449,0.60579142794986,NA
16,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.13,0.8665,0.0335,0.0335,0.514142972980202,0.336669310219217,-1.06819386133586,0.852,280.259353781625,200.681502143391,5.5463118878977,9.25864924440677,0,Inf,1.39653805053429,NA
16,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.14,0.855,0.045,0.045,0.539492451146385,0.353268567190788,-1.02006645337552,0.844,280.259353781625,200.681502143391,5.5463118878977,9.25864924440677,0,Inf,1.39653805053429,NA
16,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.22555709549257,0.05,0.9495,0,0.0495,0.281389197502166,0.184258293908145,-1.67095649012535,0.94,4.22555709549257,6.28824583334416,148.72866749279,1.49398915807407,0.0582010582010582,4.22555709549257,0.671977083511281,NA
16,"A","C1",1200,0.6,0.95,"Clip-AIPCW",4.22555709549257,0.05,0.9495,0,0.0495,0.281389197502166,0.184258293908145,-1.67095649012535,0.94,4.22555709549257,6.28824583334416,148.72866749279,1.49398915807407,0.0582010582010582,4.22555709549257,0.671977083511281,NA
16,"A","C1",1200,0.6,0.9,"Clip-IPCW",3.06164436633107,0.05,0.9495,0,0.0495,0.281389197502166,0.184258293908145,-1.67095649012535,0.94,3.06164436633107,4.83270239546853,163.266495820869,1.39428427385552,0.100529100529101,3.06164436633107,0.633526361814019,NA
16,"A","C1",1200,0.6,0.9,"Clip-AIPCW",3.06164436633107,0.05,0.9495,0,0.0495,0.281389197502166,0.184258293908145,-1.67095649012535,0.94,3.06164436633107,4.83270239546853,163.266495820869,1.39428427385552,0.100529100529101,3.06164436633107,0.633526361814019,NA
16,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.45219595629351,0.04,0.9615,0,0.0615,0.245166808130989,0.160539275104097,-1.80875641727533,0.95,2.45219595629351,4.04705860386872,171.328730534751,1.34364910603594,0.137566137566138,2.45219595629351,0.605920545343568,NA
16,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.45219595629351,0.05,0.9495,0,0.0495,0.281389197502166,0.184258293908145,-1.67095649012535,0.94,2.45219595629351,4.04705860386872,171.328730534751,1.34364910603594,0.137566137566138,2.45219595629351,0.605920545343568,NA
16,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.02074116080154,0.04,0.9615,0,0.0615,0.245166808130989,0.160539275104097,-1.80875641727533,0.95,2.02074116080154,3.49990860657496,177.471293884089,1.30698950168646,0.211640211640212,2.02074116080154,0.577369693884395,NA
16,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.02074116080154,0.04,0.9615,0,0.0615,0.245166808130989,0.160539275104097,-1.80875641727533,0.95,2.02074116080154,3.49990860657496,177.471293884089,1.30698950168646,0.211640211640212,2.02074116080154,0.577369693884395,NA
17,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.08,0.9315,0,0.0315,0.367102954540104,0.233513115528959,-1.44671492744629,0.908,17.8086869677114,20.9912243741847,94.5430448032161,2.02127783120386,0,Inf,0.848387242699991,NA
17,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.1,0.9135,0,0.0135,0.422904956508958,0.269008605748656,-1.3052098015459,0.89,17.8086869677114,20.9912243741847,94.5430448032161,2.02127783120386,0,Inf,0.848387242699991,NA
17,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.40912208625581,0.08,0.9315,0,0.0315,0.367102954540104,0.233513115528959,-1.44671492744629,0.908,4.40912208625581,6.06166722452465,144.517413472207,1.52520339491312,0.0842105263157895,4.40912208625581,0.727377786167,NA
17,"A","C1",1200,0.6,0.95,"Clip-AIPCW",4.40912208625581,0.08,0.9315,0,0.0315,0.367102954540104,0.233513115528959,-1.44671492744629,0.908,4.40912208625581,6.06166722452465,144.517413472207,1.52520339491312,0.0842105263157895,4.40912208625581,0.727377786167,NA
17,"A","C1",1200,0.6,0.9,"Clip-IPCW",2.99041243883273,0.06,0.9495,0,0.0495,0.306500627109082,0.194964152324747,-1.62713746483461,0.930624380574827,2.99041243883273,4.5072205356202,163.505497680897,1.39273909697966,0.142105263157895,2.99041243883273,0.663471515360683,NA
17,"A","C1",1200,0.6,0.9,"Clip-AIPCW",2.99041243883273,0.08,0.9315,0,0.0315,0.367102954540104,0.233513115528959,-1.44671492744629,0.908,2.99041243883273,4.5072205356202,163.505497680897,1.39273909697966,0.142105263157895,2.99041243883273,0.663471515360683,NA
17,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.48447191162145,0.05,0.9595,0,0.0595,0.273630061888447,0.174055281941276,-1.74058021120586,0.940535183349851,2.48447191162145,3.93327434178842,171.206119428257,1.34439708703356,0.184210526315789,2.48447191162145,0.631654874725007,NA
17,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.48447191162145,0.08,0.9315,0,0.0315,0.367102954540104,0.233513115528959,-1.44671492744629,0.908,2.48447191162145,3.93327434178842,171.206119428257,1.34439708703356,0.184210526315789,2.48447191162145,0.631654874725007,NA
17,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.11955019500776,0.05,0.9595,0,0.0595,0.273630061888447,0.174055281941276,-1.74058021120586,0.940535183349851,2.11955019500776,3.52836073509043,177.366187241053,1.30760379252446,0.231578947368421,2.11955019500776,0.600718110800945,NA
17,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.11955019500776,0.07,0.94,0,0.0399999999999999,0.337529275395438,0.214701384734321,-1.53070501777855,0.918,2.11955019500776,3.52836073509043,177.366187241053,1.30760379252446,0.231578947368421,2.11955019500776,0.600718110800945,NA
18,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.1,0.9115,0,0.0115,0.380370233226935,0.263497310062061,-1.3499207181166,0.90567853705486,25.8858947920652,36.8761684659114,65.8410204846013,2.51066128773305,0,Inf,0.70196812383028,NA
18,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.12,0.8915,0.00850000000000006,0.00850000000000006,0.430458977810968,0.298195738880501,-1.22621376479271,0.868,25.8858947920652,36.8761684659114,65.8410204846013,2.51066128773305,0,Inf,0.70196812383028,NA
18,"A","C1",1200,0.6,0.95,"Clip-IPCW",6.06498987079669,0.09,0.9205,0,0.0205,0.354339207976707,0.245464602630141,-1.42081112551978,0.913378248315688,6.06498987079669,9.79511186453177,118.026844967757,1.75307559800293,0.0359281437125748,6.06498987079669,0.619185360481497,NA
18,"A","C1",1200,0.6,0.95,"Clip-AIPCW",6.06498987079669,0.1,0.9115,0,0.0115,0.380370233226935,0.263497310062061,-1.3499207181166,0.90567853705486,6.06498987079669,9.79511186453177,118.026844967757,1.75307559800293,0.0359281437125748,6.06498987079669,0.619185360481497,NA
18,"A","C1",1200,0.6,0.9,"Clip-IPCW",3.14938311608149,0.08,0.933,0,0.033,0.327486684516963,0.226862811317519,-1.49961839819717,0.924,3.14938311608149,5.58988594963564,143.419096397246,1.5335364641873,0.0838323353293413,3.14938311608149,0.563407401234506,NA
18,"A","C1",1200,0.6,0.9,"Clip-AIPCW",3.14938311608149,0.1,0.9115,0,0.0115,0.380370233226935,0.263497310062061,-1.3499207181166,0.90567853705486,3.14938311608149,5.58988594963564,143.419096397246,1.5335364641873,0.0838323353293413,3.14938311608149,0.563407401234506,NA
18,"A","C1",1200,0.6,0.85,"Clip-IPCW",2.52714616397761,0.08,0.933,0,0.033,0.327486684516963,0.226862811317519,-1.49961839819717,0.924,2.52714616397761,4.67443970184456,150.136573864761,1.48380453543732,0.149700598802395,2.52714616397761,0.540630818915129,NA
18,"A","C1",1200,0.6,0.85,"Clip-AIPCW",2.52714616397761,0.09,0.9205,0,0.0205,0.354339207976707,0.245464602630141,-1.42081112551978,0.913378248315688,2.52714616397761,4.67443970184456,150.136573864761,1.48380453543732,0.149700598802395,2.52714616397761,0.540630818915129,NA
18,"A","C1",1200,0.6,0.8,"Clip-IPCW",2.14234107921536,0.08,0.933,0,0.033,0.327486684516963,0.226862811317519,-1.49961839819717,0.924,2.14234107921536,4.13325257290565,155.267204000897,1.4476916573993,0.179640718562874,2.14234107921536,0.518318452944024,NA
18,"A","C1",1200,0.6,0.8,"Clip-AIPCW",2.14234107921536,0.09,0.9205,0,0.0205,0.354339207976707,0.245464602630141,-1.42081112551978,0.913378248315688,2.14234107921536,4.13325257290565,155.267204000897,1.4476916573993,0.179640718562874,2.14234107921536,0.518318452944024,NA
19,"A","C1",1200,0.6,1,"Clip-IPCW",Inf,0.12,0.8745,0.0255,0.0255,0.500945912315039,0.320837668044632,-1.13574730521389,0.86,40.9051464867428,56.6939643458986,49.636590098246,2.94760688616092,0,Inf,0.721507958716279,NA
19,"A","C1",1200,0.6,1,"Clip-AIPCW",Inf,0.02,0.9855,0,0.0855,0.155468473438693,0.0995719123488129,-2.30580247311511,0.972,40.9051464867428,56.6939643458986,49.636590098246,2.94760688616092,0,Inf,0.721507958716279,NA
19,"A","C1",1200,0.6,0.95,"Clip-IPCW",4.87378600757712,0.11,0.8855,0.0145000000000001,0.0145000000000001,0.472389920267216,0.302548591974554,-1.19444069420776,0.868,4.87378600757712,7.73710033733634,138.752387720003,1.56988355427251,0.0225988700564972,4.87378600757712,0.629924105295372,NA
